I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-4, -73, -68, 39, 31, -70, 244, 678, 541, 82, 63, 14, 
-4, -78, -73, 41, 34, -75, 248, 692, 556, 82, 53, 14, 
-9, -82, -73, 46, 31, -78, 263, 712, 570, 78, 53, 9, 
-19, -87, -68, 53, 24, -78, 273, 736, 585, 73, 53, 4, 
-24, -97, -73, 61, 24, -85, 278, 746, 595, 68, 48, 0, 
-24, -97, -73, 61, 24, -85, 287, 771, 610, 73, 48, -4, 
-24, -97, -73, 61, 24, -85, 297, 785, 619, 78, 48, -9, 
-24, -102, -78, 63, 26, -90, 302, 800, 634, 82, 48, -14, 
-24, -102, -78, 63, 26, -90, 312, 810, 649, 82, 48, -19, 
-14, -92, -78, 53, 31, -85, 312, 819, 644, 82, 58, -9, 
-14, -92, -78, 53, 31, -85, 317, 829, 663, 97, 63, -9, 
-14, -92, -78, 53, 31, -85, 326, 839, 673, 97, 68, -9, 
-19, -92, -73, 56, 26, -82, 331, 844, 678, 92, 68, -9, 
-19, -102, -82, 61, 31, -92, 336, 844, 678, 92, 73, -9, 
-19, -107, -87, 63, 34, -97, 346, 849, 688, 92, 73, -4, 
-19, -107, -87, 63, 34, -97, 356, 858, 692, 92, 73, 0, 
-14, -107, -92, 61, 39, -100, 366, 863, 702, 92, 73, 4, 
-24, -102, -78, 63, 26, -90, 366, 858, 702, 82, 63, -9, 
-29, -102, -73, 65, 21, -87, 366, 858, 697, 82, 58, -14, 
-29, -102, -73, 65, 21, -87, 361, 854, 688, 82, 53, -19, 
-24, -102, -78, 63, 26, -90, 366, 854, 683, 82, 43, -19, 
-14, -102, -87, 58, 36, -95, 366, 839, 673, 82, 53, -9, 
-19, -102, -82, 61, 31, -92, 361, 834, 673, 82, 53, -14, 
-19, -102, -82, 61, 31, -92, 356, 829, 663, 78, 53, -14, 
-19, -102, -82, 61, 31, -92, 351, 824, 653, 78, 58, -14, 
-14, -92, -78, 53, 31, -85, 346, 810, 634, 68, 48, -14, 
-14, -92, -78, 53, 31, -85, 341, 795, 624, 68, 48, -9, 
-9, -92, -82, 51, 36, -87, 336, 771, 619, 78, 53, -9, 
0, -87, -87, 43, 43, -87, 326, 736, 595, 78, 53, -9, 
14, -68, -82, 26, 48, -75, 312, 697, 575, 82, 68, -9, 
14, -68, -82, 26, 48, -75, 302, 668, 546, 82, 68, -4, 
14, -68, -82, 26, 48, -75, 287, 644, 517, 82, 68, 0, 
19, -68, -87, 24, 53, -78, 273, 610, 488, 78, 68, 0, 
9, -73, -82, 31, 46, -78, 253, 575, 453, 68, 58, -4, 
14, -68, -82, 26, 48, -75, 244, 536, 424, 68, 68, 0, 
19, -63, -82, 21, 51, -73, 229, 497, 400, 68, 68, 4, 
19, -58, -78, 19, 48, -68, 209, 463, 366, 63, 63, 9, 
14, -68, -82, 26, 48, -75, 195, 444, 346, 58, 73, 19, 
9, -63, -73, 26, 41, -68, 185, 409, 322, 63, 73, 24, 
4, -63, -68, 29, 36, -65, 175, 380, 292, 68, 78, 24, 
9, -53, -63, 21, 36, -58, 161, 351, 268, 73, 82, 24, 
29, -48, -78, 9, 53, -63, 151, 331, 248, 68, 82, 24, 
29, -43, -73, 7, 51, -58, 131, 307, 229, 63, 78, 29, 
29, -39, -68, 4, 48, -53, 117, 278, 209, 58, 73, 39, 
29, -34, -63, 2, 46, -48, 102, 253, 195, 53, 73, 43, 
29, -29, -58, 0, 43, -43, 102, 239, 185, 53, 87, 43, 
29, -29, -58, 0, 43, -43, 92, 219, 170, 53, 92, 43, 
29, -29, -58, 0, 43, -43, 82, 200, 151, 53, 92, 43, 
24, -29, -53, 2, 39, -41, 78, 190, 136, 53, 92, 48, 
14, -29, -43, 7, 29, -36, 78, 180, 122, 53, 87, 48, 
19, -29, -48, 4, 34, -39, 73, 170, 112, 53, 87, 48, 
19, -29, -48, 4, 34, -39, 68, 161, 107, 53, 87, 48, 
19, -29, -48, 4, 34, -39, 58, 156, 102, 53, 87, 48, 
19, -39, -58, 9, 39, -48, 53, 156, 102, 39, 78, 39, 
19, -39, -58, 9, 39, -48, 58, 146, 92, 43, 78, 39, 
19, -43, -63, 12, 41, -53, 53, 141, 82, 43, 78, 39, 
14, -43, -58, 14, 36, -51, 58, 126, 78, 39, 78, 39, 
9, -48, -58, 19, 34, -53, 53, 131, 78, 24, 82, 34, 
4, -53, -58, 24, 31, -56, 53, 126, 73, 19, 82, 34, 
0, -58, -58, 29, 29, -58, 48, 122, 68, 19, 82, 34, 
-4, -63, -58, 34, 26, -61, 43, 117, 68, 14, 78, 34, 
-9, -73, -63, 41, 26, -68, 48, 117, 68, 24, 68, 34, 
-9, -73, -63, 41, 26, -68, 43, 112, 58, 19, 68, 34, 
-14, -73, -58, 43, 21, -65, 43, 112, 58, 19, 63, 34, 
-14, -73, -58, 43, 21, -65, 48, 112, 58, 19, 63, 34, 
-9, -73, -63, 41, 26, -68, 58, 112, 58, 29, 63, 24, 
-9, -78, -68, 43, 29, -73, 53, 112, 63, 34, 63, 24, 
-9, -78, -68, 43, 29, -73, 53, 112, 68, 34, 63, 24, 
-19, -73, -53, 46, 17, -63, 48, 117, 68, 34, 63, 29, 
-9, -82, -73, 46, 31, -78, 58, 117, 68, 34, 68, 29, 
-9, -82, -73, 46, 31, -78, 58, 117, 63, 34, 68, 24, 
-9, -82, -73, 46, 31, -78, 58, 117, 63, 29, 68, 24, 
-9, -78, -68, 43, 29, -73, 58, 117, 63, 19, 58, 24, 
-9, -68, -58, 39, 24, -63, 58, 117, 63, 4, 48, 14, 
-19, -68, -48, 43, 14, -58, 48, 122, 58, 14, 58, 4, 
-19, -78, -58, 48, 19, -68, 53, 122, 58, 19, 58, 4, 
-29, -87, -58, 58, 14, -73, 53, 117, 58, 29, 68, 4, 
-29, -97, -68, 63, 19, -82, 48, 117, 58, 29, 58, 0, 
-19, -97, -78, 58, 29, -87, 48, 117, 58, 39, 48, 0, 
-19, -97, -78, 58, 29, -87, 48, 117, 58, 39, 48, 0, 
-19, -97, -78, 58, 29, -87, 48, 117, 58, 39, 48, 0, 
-19, -97, -78, 58, 29, -87, 48, 117, 58, 39, 48, 0, 
-14, -92, -78, 53, 31, -85, 43, 117, 43, 29, 43, 9, 
-9, -87, -78, 48, 34, -82, 39, 117, 43, 29, 43, 9, 
9, -78, -87, 34, 48, -82, 29, 117, 43, 29, 43, 9, 
4, -73, -78, 34, 41, -75, 24, 117, 43, 29, 48, 9, 
0, -78, -78, 39, 39, -78, 39, 117, 53, 34, 58, 19, 
-14, -82, -68, 48, 26, -75, 43, 117, 58, 34, 58, 19, 
-19, -87, -68, 53, 24, -78, 43, 117, 58, 29, 58, 19, 
-24, -92, -68, 58, 21, -80, 43, 112, 58, 29, 58, 19, 
-34, -87, -53, 61, 9, -70, 53, 112, 58, 24, 63, 24, 
-34, -78, -43, 56, 4, -61, 53, 112, 58, 34, 73, 29, 
-34, -58, -24, 46, -4, -41, 53, 112, 63, 39, 78, 34, 
-43, -53, -9, 48, -17, -31, 53, 107, 63, 39, 87, 39, 
-43, -63, -19, 53, -12, -41, 43, 107, 58, 48, 78, 29, 
-48, -63, -14, 56, -17, -39, 43, 107, 58, 48, 73, 29, 
-48, -63, -14, 56, -17, -39, 39, 102, 53, 48, 68, 29, 
-43, -58, -14, 51, -14, -36, 34, 102, 48, 43, 68, 29, 
-29, -68, -39, 48, 4, -53, 29, 102, 58, 29, 63, 19, 
-29, -68, -39, 48, 4, -53, 29, 102, 58, 29, 63, 19, 
-29, -68, -39, 48, 4, -53, 29, 102, 58, 29, 63, 19, 
-24, -63, -39, 43, 7, -51, 29, 102, 58, 29, 63, 24, 
-4, -58, -53, 31, 24, -56, 34, 117, 73, 34, 68, 39, 
-4, -53, -48, 29, 21, -51, 34, 117, 73, 39, 73, 39, 
0, -53, -53, 26, 26, -53, 34, 117, 73, 48, 87, 39, 
0, -53, -53, 26, 26, -53, 39, 117, 73, 53, 92, 39, 
0, -43, -43, 21, 21, -43, 48, 131, 73, 58, 97, 53, 
-4, -39, -34, 21, 14, -36, 53, 141, 87, 63, 107, 58, 
-9, -29, -19, 19, 4, -24, 63, 146, 92, 68, 112, 58, 
-14, -29, -14, 21, 0, -21, 68, 146, 92, 78, 117, 58, 
-4, -39, -34, 21, 14, -36, 58, 141, 97, 68, 126, 58, 
-4, -39, -34, 21, 14, -36, 58, 141, 92, 68, 122, 53, 
-4, -34, -29, 19, 12, -31, 53, 141, 92, 68, 122, 53, 
-4, -34, -29, 19, 12, -31, 53, 141, 92, 73, 126, 53, 
-4, -29, -24, 17, 9, -26, 63, 141, 92, 68, 122, 63, 
-4, -29, -24, 17, 9, -26, 63, 146, 92, 63, 117, 63, 
0, -29, -29, 14, 14, -29, 63, 146, 92, 58, 112, 68, 
0, -29, -29, 14, 14, -29, 68, 146, 97, 53, 107, 73, 
9, -39, -48, 14, 29, -43, 68, 146, 97, 53, 97, 68, 
9, -34, -43, 12, 26, -39, 63, 146, 97, 53, 92, 53, 
9, -34, -43, 12, 26, -39, 63, 146, 97, 58, 92, 48, 
4, -34, -39, 14, 21, -36, 63, 146, 97, 58, 92, 43, 
0, -43, -43, 21, 21, -43, 73, 146, 102, 48, 87, 43, 
0, -43, -43, 21, 21, -43, 73, 146, 102, 43, 82, 43, 
-4, -43, -39, 24, 17, -41, 73, 146, 102, 43, 82, 43, 
-9, -43, -34, 26, 12, -39, 82, 151, 102, 43, 78, 43, 
-9, -34, -24, 21, 7, -29, 78, 151, 92, 58, 87, 53, 
-9, -34, -24, 21, 7, -29, 73, 151, 92, 63, 92, 43, 
-9, -34, -24, 21, 7, -29, 68, 151, 87, 68, 97, 43, 
-9, -34, -24, 21, 7, -29, 63, 151, 87, 73, 102, 43, 
-9, -34, -24, 21, 7, -29, 73, 151, 102, 82, 102, 48, 
-9, -34, -24, 21, 7, -29, 73, 151, 102, 82, 97, 48, 
-9, -34, -24, 21, 7, -29, 73, 151, 102, 82, 97, 48, 
-9, -34, -24, 21, 7, -29, 78, 151, 102, 92, 97, 48, 
0, -24, -24, 12, 12, -24, 68, 151, 97, 82, 87, 48, 
0, -19, -19, 9, 9, -19, 68, 151, 97, 78, 87, 48, 
-4, -19, -14, 12, 4, -17, 68, 156, 97, 78, 87, 48, 
-4, -19, -14, 12, 4, -17, 68, 156, 97, 78, 87, 48, 
-4, -29, -24, 17, 9, -26, 73, 156, 107, 73, 92, 43, 
-4, -29, -24, 17, 9, -26, 73, 156, 107, 73, 92, 43, 
0, -29, -29, 14, 14, -29, 78, 156, 107, 73, 92, 48, 
0, -29, -29, 14, 14, -29, 87, 156, 107, 73, 97, 48, 
-9, -19, -9, 14, 0, -14, 78, 156, 97, 63, 97, 48, 
-9, -24, -14, 17, 2, -19, 82, 156, 102, 63, 97, 48, 
-9, -24, -14, 17, 2, -19, 82, 156, 102, 63, 97, 48, 
-9, -24, -14, 17, 2, -19, 82, 156, 102, 63, 97, 48, 
-9, -24, -14, 17, 2, -19, 82, 156, 112, 73, 87, 48, 
-9, -24, -14, 17, 2, -19, 82, 156, 107, 73, 87, 48, 
-9, -24, -14, 17, 2, -19, 82, 156, 107, 73, 87, 48, 
-14, -24, -9, 19, -2, -17, 82, 161, 107, 73, 87, 48, 
-14, -24, -9, 19, -2, -17, 82, 161, 107, 73, 87, 39, 
-14, -34, -19, 24, 2, -26, 82, 170, 112, 63, 68, 29, 
-14, -34, -19, 24, 2, -26, 87, 180, 126, 58, 68, 39, 
-9, -24, -14, 17, 2, -19, 92, 214, 146, 63, 87, 48, 
4, -19, -24, 7, 14, -21, 107, 268, 180, 73, 97, 58, 
14, -9, -24, -2, 19, -17, 131, 346, 224, 97, 102, 58, 
34, 9, -24, -21, 29, -7, 161, 473, 302, 107, 107, 68, 
53, 19, -34, -36, 43, -7, 204, 639, 419, 112, 112, 78, 
68, 34, -34, -51, 51, 0, 244, 780, 517, 112, 126, 87, 
92, 48, -43, -70, 68, 2, 258, 819, 556, 122, 126, 97, 
102, 43, -58, -73, 80, -7, 278, 771, 541, 136, 126, 102, 
82, 34, -48, -58, 65, -7, 317, 688, 517, 146, 117, 102, 
53, 19, -34, -36, 43, -7, 341, 502, 434, 141, 122, 87, 
39, 14, -24, -26, 31, -4, 331, 141, 253, 141, 126, 78, 
9, -4, -14, -2, 12, -9, 312, -278, 34, 141, 117, 58, 
-29, -39, -9, 34, -9, -24, 312, -595, -126, 112, 107, 43, 
-39, -73, -34, 56, -2, -53, 253, -907, -326, 73, 73, 29, 
-48, -92, -43, 70, -2, -68, 141, -1234, -556, 39, 58, 19, 
-73, -102, -29, 87, -21, -65, 78, -1507, -736, 19, 53, 19, 
-117, -107, 9, 112, -63, -48, 92, -1737, -878, -19, 29, 0, 
-146, -107, 39, 126, -92, -34, 92, -1947, -1054, -34, 4, -4, 
-156, -102, 53, 129, -104, -24, 4, -2186, -1263, -34, 9, -4, 
-175, -78, 97, 126, -136, 9, -141, -2464, -1498, -43, 19, 4, 
-195, -53, 141, 124, -168, 43, -297, -2718, -1732, -48, 14, 9, 
-204, -43, 161, 124, -183, 58, -468, -2918, -1912, -68, 14, 19, 
-185, -9, 175, 97, -180, 82, -678, -3069, -2074, -78, 29, 39, 
-141, 58, 200, 41, -170, 129, -951, -3245, -2244, -68, 68, 87, 
-82, 141, 224, -29, -153, 183, -1259, -3416, -2435, -48, 102, 136, 
0, 204, 204, -102, -102, 204, -1546, -3523, -2596, -48, 126, 170, 
92, 248, 156, -170, -31, 202, -1747, -3528, -2674, -48, 146, 209, 
156, 292, 136, -224, 9, 214, -1805, -3396, -2640, -39, 180, 244, 
214, 341, 126, -278, 43, 234, -1786, -3201, -2522, -19, 204, 283, 
287, 414, 126, -351, 80, 270, -1761, -3006, -2415, 9, 234, 331, 
366, 502, 136, -434, 114, 319, -1742, -2845, -2318, 53, 283, 390, 
409, 585, 175, -497, 117, 380, -1688, -2688, -2215, 107, 331, 444, 
468, 658, 190, -563, 139, 424, -1659, -2547, -2108, 170, 400, 497, 
507, 712, 204, -610, 151, 458, -1644, -2435, -2039, 209, 448, 556, 
492, 727, 234, -610, 129, 480, -1586, -2337, -1991, 204, 458, 580, 
448, 697, 248, -573, 100, 473, -1527, -2259, -1947, 175, 448, 575, 
405, 692, 287, -549, 58, 490, -1478, -2166, -1898, 165, 448, 595, 
326, 673, 346, -500, -9, 509, -1390, -2039, -1795, 185, 478, 624, 
219, 619, 400, -419, -90, 509, -1263, -1859, -1639, 200, 478, 624, 
131, 575, 444, -353, -156, 509, -1122, -1659, -1473, 209, 463, 614, 
87, 590, 502, -339, -207, 546, -1005, -1478, -1298, 229, 473, 614, 
58, 566, 507, -312, -224, 536, -902, -1302, -1132, 229, 468, 585, 
29, 517, 488, -273, -229, 502, -790, -1132, -990, 209, 434, 536, 
4, 478, 473, -241, -234, 475, -692, -990, -863, 195, 390, 492, 
-24, 448, 473, -212, -248, 461, -595, -868, -746, 185, 351, 448, 
-48, 395, 444, -173, -246, 419, -512, -751, -644, 180, 322, 414, 
-58, 346, 405, -143, -231, 375, -414, -624, -531, 165, 297, 375, 
-48, 312, 361, -131, -204, 336, -351, -512, -448, 131, 263, 326, 
-58, 287, 346, -114, -202, 317, -302, -429, -375, 97, 239, 292, 
-68, 263, 331, -97, -200, 297, -248, -346, -297, 92, 219, 263, 
-68, 219, 287, -75, -178, 253, -175, -248, -224, 102, 209, 224, 
-58, 180, 239, -61, -148, 209, -131, -170, -146, 117, 209, 204, 
-63, 161, 224, -48, -143, 192, -87, -112, -92, 122, 185, 180, 
-53, 131, 185, -39, -119, 158, -48, -53, -48, 112, 141, 146, 
-48, 97, 146, -24, -97, 122, -9, 19, 4, 97, 117, 107, 
-48, 63, 112, -7, -80, 87, 29, 78, 48, 82, 102, 87, 
-39, 29, 68, 4, -53, 48, 58, 131, 87, 87, 102, 73, 
-14, -4, 9, 9, -12, 2, 82, 170, 126, 87, 82, 53, 
-9, -34, -24, 21, 7, -29, 107, 204, 161, 63, 63, 24, 
-14, -53, -39, 34, 12, -46, 112, 239, 175, 48, 39, 9, 
0, -68, -68, 34, 34, -68, 122, 253, 190, 39, 19, 0, 
0, -78, -78, 39, 39, -78, 126, 258, 190, 43, 24, 4, 
0, -82, -82, 41, 41, -82, 126, 253, 190, 34, 24, 4, 
-4, -82, -78, 43, 36, -80, 136, 258, 200, 34, 19, 4, 
-9, -82, -73, 46, 31, -78, 136, 268, 204, 29, 14, 4, 
-14, -82, -68, 48, 26, -75, 136, 273, 204, 29, 14, 4, 
-14, -78, -63, 46, 24, -70, 131, 268, 204, 29, 24, -4, 
-14, -82, -68, 48, 26, -75, 131, 268, 209, 29, 14, -4, 
-14, -82, -68, 48, 26, -75, 131, 268, 204, 19, 14, -4, 
-14, -82, -68, 48, 26, -75, 136, 268, 200, 19, 14, -9, 
-24, -87, -63, 56, 19, -75, 136, 278, 209, 34, 19, -4, 
-24, -92, -68, 58, 21, -80, 141, 283, 209, 43, 24, -4, 
-34, -97, -63, 65, 14, -80, 141, 287, 209, 48, 34, -9, 
-34, -97, -63, 65, 14, -80, 141, 287, 209, 58, 39, -9, 
-34, -97, -63, 65, 14, -80, 131, 278, 209, 48, 19, -19, 
-34, -102, -68, 68, 17, -85, 131, 278, 209, 39, 19, -24, 
-34, -102, -68, 68, 17, -85, 131, 273, 209, 24, 19, -24, 
-34, -102, -68, 68, 17, -85, 131, 273, 209, 14, 14, -24, 
-34, -112, -78, 73, 21, -95, 141, 278, 209, 4, 9, -24, 
-29, -112, -82, 70, 26, -97, 141, 278, 209, 4, 4, -24, 
-29, -112, -82, 70, 26, -97, 141, 278, 209, 4, 0, -24, 
-29, -112, -82, 70, 26, -97, 146, 278, 219, 4, -4, -19, 
-19, -107, -87, 63, 34, -97, 146, 283, 219, 14, -4, -29, 
-19, -107, -87, 63, 34, -97, 141, 283, 219, 19, -4, -29, 
-24, -107, -82, 65, 29, -95, 141, 283, 219, 29, -4, -29, 
-24, -107, -82, 65, 29, -95, 136, 283, 219, 34, 0, -34, 
-24, -112, -87, 68, 31, -100, 136, 292, 219, 29, 0, -43, 
-24, -112, -87, 68, 31, -100, 136, 292, 219, 19, 0, -43, 
-34, -112, -78, 73, 21, -95, 141, 297, 224, 14, 4, -39, 
-34, -112, -78, 73, 21, -95, 141, 297, 229, 14, 9, -39, 
-43, -122, -78, 82, 17, -100, 141, 302, 219, 4, 9, -29, 
-43, -131, -87, 87, 21, -109, 141, 302, 219, 4, 4, -34, 
-43, -136, -92, 90, 24, -114, 136, 307, 224, 4, 4, -34, 
-39, -136, -97, 87, 29, -117, 136, 307, 224, 4, 4, -39, 
-39, -126, -87, 82, 24, -107, 136, 307, 234, 19, 0, -39, 
-39, -126, -87, 82, 24, -107, 136, 312, 234, 24, -4, -39, 
-34, -126, -92, 80, 29, -109, 136, 317, 234, 29, -4, -34, 
-34, -122, -87, 78, 26, -104, 136, 317, 239, 34, -4, -34, 
-19, -131, -112, 75, 46, -122, 136, 317, 239, 14, -9, -39, 
-19, -126, -107, 73, 43, -117, 136, 317, 239, 9, -4, -43, 
-29, -126, -97, 78, 34, -112, 136, 322, 244, 9, -4, -43, 
-29, -126, -97, 78, 34, -112, 136, 326, 244, 4, -4, -48, 
-43, -122, -78, 82, 17, -100, 146, 326, 258, 4, -9, -39, 
-43, -117, -73, 80, 14, -95, 146, 331, 263, 4, -9, -34, 
-43, -112, -68, 78, 12, -90, 146, 331, 263, 4, 0, -34, 
-43, -107, -63, 75, 9, -85, 151, 341, 273, 14, 4, -39, 
-53, -97, -43, 75, -4, -70, 146, 346, 278, 29, 0, -43, 
-53, -92, -39, 73, -7, -65, 146, 351, 283, 34, -9, -43, 
-63, -92, -29, 78, -17, -61, 146, 351, 283, 39, -14, -48, 
-68, -102, -34, 85, -17, -68, 146, 351, 283, 43, -19, -53, 
-58, -102, -43, 80, -7, -73, 151, 366, 292, 53, -9, -48, 
-53, -102, -48, 78, -2, -75, 151, 370, 297, 53, -4, -43, 
-48, -92, -43, 70, -2, -68, 151, 380, 302, 48, -4, -39, 
-48, -92, -43, 70, -2, -68, 151, 385, 312, 48, -4, -34, 
-48, -102, -53, 75, 2, -78, 141, 400, 317, 34, 4, -29, 
-43, -97, -53, 70, 4, -75, 141, 409, 326, 39, 9, -19, 
-34, -87, -53, 61, 9, -70, 141, 419, 341, 48, 19, -14, 
-29, -82, -53, 56, 12, -68, 151, 434, 356, 48, 24, -9, 
-19, -68, -48, 43, 14, -58, 175, 463, 375, 48, 24, -19, 
-19, -68, -48, 43, 14, -58, 180, 478, 390, 53, 24, -19, 
-19, -68, -48, 43, 14, -58, 190, 497, 405, 53, 24, -24, 
-14, -63, -48, 39, 17, -56, 200, 517, 424, 53, 24, -24, 
-14, -63, -48, 39, 17, -56, 209, 531, 429, 58, 24, -24, 
-9, -63, -53, 36, 21, -58, 209, 551, 439, 63, 24, -24, 
-9, -58, -48, 34, 19, -53, 224, 561, 448, 68, 24, -24, 
-19, -58, -39, 39, 9, -48, 224, 575, 468, 73, 24, -24, 
-19, -53, -34, 36, 7, -43, 234, 605, 488, 73, 24, -24, 
-19, -53, -34, 36, 7, -43, 234, 619, 497, 73, 24, -24, 
-14, -53, -39, 34, 12, -46, 248, 634, 512, 73, 24, -24, 
-14, -53, -39, 34, 12, -46, 253, 649, 522, 73, 24, -24, 
-19, -63, -43, 41, 12, -53, 258, 673, 541, 82, 14, -29, 
-19, -63, -43, 41, 12, -53, 273, 692, 561, 87, 14, -29, 
-24, -63, -39, 43, 7, -51, 283, 717, 580, 92, 14, -29, 
-24, -68, -43, 46, 9, -56, 287, 727, 595, 97, 9, -29, 
-24, -58, -34, 41, 4, -46, 297, 751, 610, 92, 14, -39, 
-24, -58, -34, 41, 4, -46, 307, 766, 619, 87, 19, -39, 
-24, -63, -39, 43, 7, -51, 312, 780, 634, 82, 24, -39, 
-24, -63, -39, 43, 7, -51, 322, 790, 649, 73, 29, -39, 
-34, -63, -29, 48, -2, -46, 341, 805, 653, 68, 24, -34, 
-34, -63, -29, 48, -2, -46, 346, 819, 673, 78, 24, -29, 
-34, -63, -29, 48, -2, -46, 356, 834, 683, 73, 24, -24, 
-39, -63, -24, 51, -7, -43, 361, 844, 688, 63, 19, -19, 
-29, -63, -34, 46, 2, -48, 366, 854, 707, 78, 24, -34, 
-29, -68, -39, 48, 4, -53, 375, 858, 717, 82, 24, -34, 
-29, -68, -39, 48, 4, -53, 385, 868, 722, 87, 24, -34, 
-24, -68, -43, 46, 9, -56, 395, 873, 732, 92, 24, -34, 
-34, -63, -29, 48, -2, -46, 400, 883, 732, 87, 19, -39, 
-39, -63, -24, 51, -7, -43, 405, 888, 736, 82, 9, -43, 
-39, -63, -24, 51, -7, -43, 405, 888, 736, 78, 0, -48, 
-34, -63, -29, 48, -2, -46, 414, 893, 741, 73, -14, -48, 
-34, -53, -19, 43, -7, -36, 429, 883, 741, 68, -24, -43, 
-39, -53, -14, 46, -12, -34, 429, 883, 741, 63, -24, -43, 
-39, -53, -14, 46, -12, -34, 429, 883, 732, 53, -24, -39, 
-39, -53, -14, 46, -12, -34, 429, 883, 722, 48, -19, -34, 
-39, -53, -14, 46, -12, -34, 429, 868, 717, 58, -4, -34, 
-43, -53, -9, 48, -17, -31, 429, 863, 712, 68, 0, -29, 
-43, -53, -9, 48, -17, -31, 429, 849, 712, 87, 9, -29, 
-39, -48, -9, 43, -14, -29, 424, 824, 692, 97, 14, -29, 
-24, -39, -14, 31, -4, -26, 414, 800, 673, 102, 19, -39, 
-24, -39, -14, 31, -4, -26, 409, 775, 653, 102, 19, -34, 
-24, -39, -14, 31, -4, -26, 400, 756, 634, 102, 19, -29, 
-19, -39, -19, 29, 0, -29, 390, 727, 614, 97, 19, -29, 
-29, -34, -4, 31, -12, -19, 370, 692, 585, 92, 14, -34, 
-24, -29, -4, 26, -9, -17, 361, 653, 551, 87, 19, -29, 
-19, -24, -4, 21, -7, -14, 346, 614, 522, 82, 14, -24, 
-19, -19, 0, 19, -9, -9, 326, 580, 483, 73, 4, -19, 
-14, -29, -14, 21, 0, -21, 307, 541, 453, 73, -4, -29, 
-9, -24, -14, 17, 2, -19, 292, 507, 429, 73, -4, -24, 
-4, -24, -19, 14, 7, -21, 278, 478, 400, 73, 0, -24, 
9, -14, -24, 2, 17, -19, 258, 448, 375, 73, 4, -24, 
14, -9, -24, -2, 19, -17, 248, 409, 351, 63, 19, -14, 
9, -4, -14, -2, 12, -9, 229, 385, 326, 63, 19, -9, 
4, 0, -4, -2, 4, -2, 214, 356, 302, 63, 19, 0, 
0, 4, 4, -2, -2, 4, 200, 331, 283, 63, 24, 4, 
9, 9, 0, -9, 4, 4, 180, 302, 253, 58, 29, 14, 
9, 9, 0, -9, 4, 4, 170, 278, 239, 53, 34, 14, 
9, 9, 0, -9, 4, 4, 161, 253, 219, 48, 34, 14, 
4, 9, 4, -7, 0, 7, 156, 239, 204, 43, 34, 19, 
14, 19, 4, -17, 4, 12, 146, 224, 185, 43, 19, 29, 
9, 19, 9, -14, 0, 14, 141, 209, 170, 53, 19, 29, 
0, 9, 9, -4, -4, 9, 136, 204, 165, 48, 19, 39, 
0, 19, 19, -9, -9, 19, 131, 195, 151, 43, 19, 34, 
0, 19, 19, -9, -9, 19, 126, 185, 146, 39, 19, 29, 
0, 19, 19, -9, -9, 19, 122, 175, 141, 34, 19, 24, 
0, 19, 19, -9, -9, 19, 117, 165, 136, 29, 19, 19, 
-9, 14, 24, -2, -17, 19, 107, 161, 122, 34, 14, 29, 
-9, 9, 19, 0, -14, 14, 107, 156, 122, 39, 14, 29, 
4, 9, 4, -7, 0, 7, 102, 151, 122, 43, 14, 29, 
-4, 4, 9, 0, -7, 7, 102, 146, 122, 48, 19, 29, 
4, 4, 0, -4, 2, 2, 97, 141, 117, 53, 19, 19, 
-4, 4, 9, 0, -7, 7, 102, 136, 117, 53, 19, 19, 
-4, 4, 9, 0, -7, 7, 102, 131, 112, 48, 19, 19, 
-4, 4, 9, 0, -7, 7, 102, 122, 107, 48, 19, 19, 
4, -4, -9, 0, 7, -7, 97, 122, 102, 43, 4, 9, 
4, 0, -4, -2, 4, -2, 92, 122, 97, 53, 4, 9, 
4, 14, 9, -9, -2, 12, 87, 122, 97, 58, 0, 9, 
-4, 14, 19, -4, -12, 17, 82, 117, 92, 58, 0, 9, 
-4, -4, 0, 4, -2, -2, 92, 117, 87, 48, 14, 9, 
-9, -4, 4, 7, -7, 0, 92, 117, 87, 48, 14, 9, 
-9, -4, 4, 7, -7, 0, 87, 112, 82, 48, 14, 9, 
-4, 0, 4, 2, -4, 2, 82, 112, 78, 43, 19, 9, 
-9, -9, 0, 9, -4, -4, 87, 122, 82, 43, 24, 9, 
-9, -9, 0, 9, -4, -4, 87, 122, 87, 48, 24, 9, 
-9, -9, 0, 9, -4, -4, 87, 122, 92, 53, 24, 9, 
-4, -4, 0, 4, -2, -2, 87, 122, 97, 58, 24, 14, 
-4, 0, 4, 2, -4, 2, 73, 126, 97, 43, 14, 9, 
-4, 4, 9, 0, -7, 7, 73, 126, 92, 39, 14, 9, 
0, 4, 4, -2, -2, 4, 73, 126, 87, 39, 24, 9, 
0, 4, 4, -2, -2, 4, 78, 126, 82, 34, 24, 9, 
4, 0, -4, -2, 4, -2, 68, 126, 73, 34, 14, 24, 
4, 0, -4, -2, 4, -2, 73, 131, 87, 34, 19, 29, 
4, 4, 0, -4, 2, 2, 82, 131, 92, 34, 19, 29, 
4, 0, -4, -2, 4, -2, 87, 126, 92, 39, 19, 29, 
-4, -9, -4, 7, 0, -7, 78, 112, 87, 39, 14, 14, 
-4, -9, -4, 7, 0, -7, 78, 112, 82, 39, 4, 4, 
